"번호","사업장명","소재지전체주소","도로명전체주소","개업일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","사업개시예정일","사업구분명","인가상태명","전화번호","위치정보(X)","위치정보(Y)","상세영업상태명"
"230","성원이앤에스(주)영등포지점","서울특별시 영등포구 영등포동7가 94-160번지 ","서울특별시 영등포구 국회대로 665 (영등포동7가)","20050926","운영중","","","","","404","","20080424","주유소","","0226357781","191875.05246400000  ","447337.61433200000  ","신규등록"
"231","엠에스 주유소","서울특별시 영등포구 대림동 664-18번지 ","서울특별시 영등포구 대림로 230 (대림동)","19920501","운영중","","20101023","20110323","","683.2","","19920501","주유소","","028495577","190933.49025300000  ","444668.02099000000  ","신규등록"
"232","여명주유소","서울특별시 영등포구 여의도동 17-4번지 ","서울특별시 영등포구 국회대로62길 7 (여의도동)","19930529","운영중","","","","","793","","20060601","주유소","","027825111","192598.94197200000  ","447571.96329200000  ","신규등록"
"233","대일주유소","서울특별시 영등포구 당산동1가 5-3456번지 ","서울특별시 영등포구 영등포로 168 (당산동1가)","19930602","운영중","","","","","318","","19940324","주유소","","0226307300","191163.92783100000  ","446781.22804000000  ","신규등록"
"234","도림주유소","서울특별시 영등포구 도림동 243-2번지 ","서울특별시 영등포구 도림로 343 (도림동)","19930702","운영중","","","","","141","","19951213","주유소","","02 8358881","191181.10811700000  ","445371.14239600000  ","신규등록"
"235","행촌주유소","서울특별시 영등포구 신길동 298-34번지 ","서울특별시 영등포구 도신로 130 (신길동)","19930824","운영중","","","","","605","","19940514","주유소","","028327264","191711.26489900000  ","445463.21445000000  ","신규등록"
"236","제2한강주유소","서울특별시 영등포구 양평동4가 28번지 ","서울특별시 영등포구 선유로 260 (양평동4가)","20050926","운영중","","","","","491","","20121207","주유소","","02  26332716","190981.80854500000  ","448451.82763500000  ","신규등록"
"237","신길주유소","서울특별시 영등포구 신길동 3632-2번지 ","서울특별시 영등포구 신길로 74 (신길동)","19760518","운영중","","20111216","20120430","","414","","20120501","주유소","","02   8331113","191934.87455400000  ","444404.00690700000  ","신규등록"
"238","SK네트웍스(주)영등포행복self주유소","서울특별시 영등포구 양평동1가 105번지 ","서울특별시 영등포구 선유로 114 (양평동1가)","19760507","운영중","","","","20170113","1586","","19760528","주유소","","02  26332181","190351.66192400000  ","447178.16373000000  ","신규등록"
"239","씨엔에스유통(주) 한성주유소","서울특별시 영등포구 신길동 1155번지 ","서울특별시 영등포구 여의대방로 227 (신길동)","19760524","운영중","","","","","995","","19760524","주유소","","02   8364310","193184.47005300000  ","445312.44066900000  ","신규등록"
"240","대지주유소","서울특별시 영등포구 당산동2가 45번지 ","서울특별시 영등포구 영등포로 115 (당산동2가)","19770704","운영중","","","","","845","","20180201","주유소","","0226333545","190688.82550200000  ","446928.48304600000  ","신규등록"
"241","선익개발(주)영등포주유소","서울특별시 영등포구 영등포동1가 92-2번지 ","서울특별시 영등포구 경인로114길 2 (영등포동1가)","19780322","운영중","","","","","237","","19780322","주유소","","02 6781322","192340.25565900000  ","446552.34105500000  ","신규등록"
"242","에스제이오일(주)여의도주유소","서울특별시 영등포구 여의도동 10-1번지 ","서울특별시 영등포구 은행로 64 (여의도동)","20040726","운영중","","","","","1709","","20040726","주유소","","02 7826777","193421.19229500000  ","447878.11474900000  ","신규등록"
"243","화일주유소","서울특별시 영등포구 문래동2가 1번지 ","서울특별시 영등포구 도림로 415 (문래동2가)","20050926","운영중","","","","","732.2","","20050926","주유소","","0226335546","190847.99608900000  ","445980.49980600000  ","신규등록"
"244","(주)대청에너지","서울특별시 영등포구 대림동 776-3번지 ","서울특별시 영등포구 가마산로 328 (대림동)","19940411","운영중","","","","","500","","19940903","주유소","","02  841 8780","190787.46092800000  ","444352.15782800000  ","신규등록"
"245","원천주유소","서울특별시 성북구 장위동 75-604번지 ","서울특별시 성북구 돌곶이로 142 (장위동)","19920429","운영중","","20110103","20110228","20110308","549.68","","19920430","주유소","","02 9431051","204658.87774900000  ","457264.58033800000  ","영업개시"
"246","삼선주유소","서울특별시 성북구 삼선동1가 12-1번지 ","서울특별시 성북구 창경궁로 324 (삼선동1가)","19930712","운영중","","","","","878.4","","19930713","주유소","","02 7665106","200496.07427400000  ","454269.41529100000  ","영업개시"
"247","(주)재건에너지 재정제2주유소 길음지점","서울특별시 성북구 길음동 1132-2번지 ","서울특별시 성북구 삼양로 78 (길음동)","19930820","운영중","","","","","244.7","","19930821","주유소","","02 9832081","202008.94300200000  ","456746.20880900000  ","영업개시"
"248","신방주유소","서울특별시 성북구 안암동5가 82-1번지 ","서울특별시 성북구 안암로 111 (안암동5가)","19931103","운영중","","20110615","20110731","","182","","19931104","주유소","","02 9532667","202813.84503900000  ","454001.86422300000  ","휴지사업재개"
"335","한강주유소","서울특별시 강서구 가양동 26-1번지 ","","20080313","운영중","","","","","631","","20080831","주유소","","","186708.530074       ","451701.921232       ","신규등록"
"250","SK네트웍스(주) 장삼주유소","서울특별시 성북구 장위동 43-12번지 ","서울특별시 성북구 한천로 612 (장위동)","19931229","운영중","","20170601","20170620","20170721","1331.95","","19950704","주유소","","02 9090314","205316.62894000000  ","457118.32554200000  ","휴지사업재개"
"251","이케이에너지 주식회사","서울특별시 성북구 보문동7가 137번지 ","서울특별시 성북구 보문로 27 (보문동7가)","19940609","운영중","","","","","856.8","","19950527","주유소","","0222855078","202014.09000600000  ","453155.63864000000  ","영업개시"
"252","(주)성북주유소","서울특별시 성북구 보문동1가 9-3번지 ","서울특별시 성북구 보문로 142 (보문동1가)","19960821","운영중","","","","","750.4","","19970401","주유소","","02 9285085","201624.21725400000  ","454234.69104500000  ","영업개시"
"253","신명에너지(주)화랑로주유소","서울특별시 성북구 상월곡동 23-11번지 ","서울특별시 성북구 화랑로 174 (상월곡동)","19960827","운영중","","20161201","20170228","20170123","719","","20170123","주유소","","02 9630051","204422.98101400000  ","456370.71557000000  ","영업개시"
"254","현대오일뱅크(주)직영 고대셀프주유소","서울특별시 성북구 종암동 30-24번지 ","서울특별시 성북구 종암로 12 (종암동)","19831210","운영중","","20120601","20121130","20121130","928","","19831211","주유소","","02 9125151","203241.39718100000  ","454691.24404600000  ","휴지사업재개"
"255","(주)원천석유 원천제1주유소","서울특별시 성북구 정릉동 401-15번지 ","서울특별시 성북구 보국문로 52 (정릉동)","19870114","운영중","","","","","940","","19870115","주유소","","02 9141442","200893.60907000000  ","456621.56401700000  ","영업개시"
"256","(주)삼표에너지 정릉주유소","서울특별시 성북구 정릉동 404-4번지 ","서울특별시 성북구 보국문로 35 (정릉동)","19880316","운영중","","","","","1328","","19880317","주유소","","02 9141221","200880.63921200000  ","456448.23426500000  ","영업개시"
"257","SK에너지(주) 드림랜드주유소","서울특별시 성북구 장위동 219-43번지 ","서울특별시 성북구 월계로 128 (장위동)","19860731","운영중","","","","","590","","19880704","주유소","","02 9169906","203658.18962900000  ","457447.99695500000  ","영업개시"
"258","화랑주유소","서울특별시 성북구 상월곡동 23-94번지 ","서울특별시 성북구 화랑로 185 (상월곡동)","19910710","운영중","","","","","509","","19920509","주유소","","02 9425152","204480.23710700000  ","456477.49806000000  ","영업개시"
"259","(주)신동방석유","서울특별시 성북구 장위동 231-198번지 ","서울특별시 성북구 월계로 84 (장위동)","19920407","운영중","","","","","480","","19930722","주유소","","02 9185151","203371.18271500000  ","457099.86613000000  ","영업개시"
"260","동일주유소","서울특별시 성북구 보문동5가 146-7번지 ","서울특별시 성북구 보문로 85 (보문동5가)","19760430","운영중","","","","","795.4","","19760501","주유소","","02 9234949","201815.29057700000  ","453711.63136200000  ","영업개시"
"261","SK네트웍스(주) 아리랑주유소","서울특별시 성북구 정릉동 113-61번지 ","서울특별시 성북구 아리랑로 96 (정릉동)","19760430","운영중","","","","","850","","19760501","주유소","","02 9149842","201255.01881100000  ","455662.53727900000  ","영업개시"
"262","장위주유소","서울특별시 성북구 하월곡동 18-11번지 ","서울특별시 성북구 화랑로 110  (하월곡동)","19760507","운영중","","","","","572","","19760508","주유소","","029122318","203884.62479600000  ","456019.42536400000  ","영업개시"
"263","세창주유소","서울특별시 성북구 길음동 21-72번지 ","서울특별시 성북구 동소문로47길 8 (길음동)","19760510","운영중","","","","","487","","19760510","주유소","","02 9882491","202584.47830600000  ","456586.74247500000  ","영업개시"
"264","케이알누리(주)종암주유소","서울특별시 성북구 종암동 3-545번지 ","서울특별시 성북구 종암로 145 (종암동)","19760519","운영중","","","","","1031","","19760520","주유소","","02 9239900","202829.95500600000  ","455912.51761100000  ","영업개시"
"265","SK네트웍스(주) 광덕주유소","서울특별시 성북구 보문동5가 146-1번지 ","서울특별시 성북구 보문로 89 (보문동5가)","19760526","운영중","","","","","1157.9","","19760527","주유소","","02 9235545","201785.25194700000  ","453735.27509500000  ","영업개시"
"266","(주)중앙에너비스 종암지점","서울특별시 성북구 종암동 10-15번지 ","서울특별시 성북구 종암로 58 (종암동)","19760527","운영중","","","","","1706","","19760528","주유소","","02 9126531","203184.69294400000  ","455134.86149300000  ","영업개시"
"267","SK네트웍스(주) 북악주유소","서울특별시 성북구 정릉동 428번지 ","서울특별시 성북구 정릉로 218 (정릉동)","19960919","운영중","","","","","1455","","19990701","주유소","","02 9115189","200755.11839300000  ","456219.20280600000  ","영업개시"
"268","효성주유소","서울특별시 성북구 하월곡동 67-50번지 효성주유소 ","서울특별시 성북구 화랑로 27 (하월곡동)","20070705","운영중","","","","","1511","","20070706","주유소","","02942 5150","203119.73133100000  ","455957.44536300000  ","영업개시"
"269","(주)장수주유소","서울특별시 광진구 군자동 134-53번지 ","서울특별시 광진구 동일로 266 (군자동)","19920420","운영중","","20121004","20121128","20121129","539.81","","19991230","주유소","","02 4981981","206320.42008300000  ","450609.04347600000  ","영업개시"
"270","자양주유소","서울특별시 광진구 자양동 227-4번지 ","서울특별시 광진구 아차산로 298 (자양동)","19920420","운영중","","","","","315.37","","19990127","주유소","","02 4577600","206707.48572600000  ","448741.19037900000  ","신규등록"
"271","현대오일뱅크(주)직영 능동주유소","서울특별시 광진구 능동 236-4번지 236-5 236-24 ","서울특별시 광진구 천호대로 584 (능동)","19920420","운영중","","20140701","20140731","20140730","2692","","19920531","주유소","","02 4527723","207289.85585400000  ","450685.55265200000  ","휴지사업재개"
"272","평안주유소","서울특별시 광진구 능동 255-2번지 ","서울특별시 광진구 천호대로 630 (능동)","19920420","운영중","","20120604","20120831","20120817","409.55","","19920420","주유소","","02 4460340","207703.09085300000  ","450481.33138100000  ","휴지사업재개"
"273","(주)태우동서울주유소","서울특별시 광진구 구의동 587-10번지 ","서울특별시 광진구 강변역로 10 (구의동)","19920909","운영중","","","","","285.88","","19920909","주유소","","4443910","208075.24922800000  ","448710.59924000000  ","신규등록"
"274","강평주유소","서울특별시 광진구 광장동 336-1번지 ","서울특별시 광진구 아차산로 616 (광장동)","19921204","운영중","","20100707","20100926","20101112","1088.13","","20100927","주유소","","0222010736","209481.59045500000  ","449797.67606400000  ","휴지사업재개"
"275","태양주유소","서울특별시 광진구 중곡동 610-7번지 ","서울특별시 광진구 동일로 345 (중곡동)","19930303","운영중","","","","","320","","19980410","주유소","","024645141","206606.93419400000  ","451372.48561300000  ","신규등록"
"276","대원주유소","서울특별시 광진구 중곡동 18-70번지 ","서울특별시 광진구 용마산로 122 (중곡동)","19930531","운영중","","","","","229.15","","19930531","주유소","","02 4545777","207691.43463000000  ","451672.83143100000  ","신규등록"
"277","현대오일뱅크(주) 직영 중곡현대주유소","서울특별시 광진구 중곡동 186-6번지 ","서울특별시 광진구 동일로 435 (중곡동)","19931227","운영중","","","","","480.54","","19991125","주유소","","02 4975151","206983.07443100000  ","452203.75389900000  ","신규등록"
"278","SK네트웍스(주)장호주유소","서울특별시 광진구 자양동 677-5번지 ","서울특별시 광진구 자양로 37 (자양동)","19870409","운영중","","","","","405.29","","20000821","주유소","","02 4479796","207588.60863000000  ","447983.71858700000  ","신규등록"
"279","용마주유소","서울특별시 광진구 중곡동 58-17번지 ","서울특별시 광진구 용마산로 68 (중곡동)","19911025","운영중","","","","","274.64","","19911025","주유소","","02 4561884","207764.99617300000  ","451137.49156100000  ","신규등록"
"280","삼호주유소","서울특별시 광진구 광장동 239-6번지 ","서울특별시 광진구 천호대로 809 (광장동)","19760510","운영중","","","","","1007","","20000619","주유소","","02 4557200","209165.67420700000  ","449583.76442500000  ","신규등록"
"281","SK네트웍스(주)대명주유소","서울특별시 광진구 화양동 302-13번지 ","서울특별시 광진구 광나루로 460 (화양동)","19760519","운영중","","","","","692.33","","20000821","주유소","","0222014392","207125.44099300000  ","449514.81689300000  ","신규등록"
"282","구의스타주유소","서울특별시 광진구 자양동 779-7번지 ","서울특별시 광진구 자양로 103 (자양동)","19760519","운영중","","","","","547.1","","19981116","주유소","","02 4574071","207353.56042900000  ","448629.93372600000  ","신규등록"
"283","현대오일뱅크(주) 직영 중원주유소","서울특별시 광진구 중곡동 235-2번지 ","서울특별시 광진구 동일로 398 (중곡동)","19760524","운영중","","","","","314.8","","20000529","주유소","","02 4672410","206868.02653400000  ","451816.86883400000  ","신규등록"
"284","대성산업(주) 구의주유소","서울특별시 광진구 구의동 203-9번지 ","서울특별시 광진구 광나루로 570 (구의동)","19760518","운영중","","","","","762.2","","19760518","주유소","","02 4570638","208195.00982700000  ","449369.70307700000  ","신규등록"
"285","성일주유소","서울특별시 광진구 자양동 236-147번지 ","서울특별시 광진구 동일로 50 (자양동)","19760521","운영중","","","","","661","","20001002","주유소","","02 4633619","205454.28706300000  ","448657.82378900000  ","신규등록"
"286","일진주유소","서울특별시 광진구 중곡동 236-5번지 ","서울특별시 광진구 동일로 413 (중곡동)","20060111","운영중","","","","","347.78","","20060831","주유소","","468 5415","206885.30803600000  ","451993.32088000000  ","신규등록"
"287","동자동주유소","서울특별시 용산구 동자동 14-125번지 ","서울특별시 용산구 한강대로104길 6 (동자동)","19760430","운영중","","","","","748.98","","19760430","주유소","","02 7549843","197567.77599200000  ","450078.12754000000  ","신규등록"
"288","수림석유 제3한강주유소","서울특별시 용산구 한남동 224번지 ","서울특별시 용산구 한남대로 45 (한남동 (43)?)","19760519","운영중","","","","","1263.9","","19760519","주유소","","02 7953180","200663.93126100000  ","448153.32773600000  ","신규등록"
"289","소월길주유소","서울특별시 용산구 후암동 448-103번지 ","서울특별시 용산구 소월로 66 (후암동)","19951215","운영중","","","","","386","","19951215","주유소","","02 3183314","198034.77964300000  ","450543.02268700000  ","신규등록"
"290","(주)신태성주유소","서울특별시 용산구 원효로3가 43-3번지 ","서울특별시 용산구 원효로 147 (원효로3가)","19931215","운영중","","","","","910","","19931215","주유소","","02 7019446","196415.85077100000  ","448358.83046800000  ","신규등록"
"291","용일주유소","서울특별시 용산구 한강로3가 40-15번지 ","서울특별시 용산구 한강대로 37 (한강로3가)","19931215","운영중","","","","","1502","","19931215","주유소","","02 7937111","196751.47321300000  ","447272.17278300000  ","신규등록"
"292","(주)영원에너지 풍기주유소 (대표자:박종영)","서울특별시 용산구 원효로2가 70-2번지 ","서울특별시 용산구 원효로 178 (원효로2가)","19760526","운영중","","","","","595","","19760526","주유소","","02 7192202","196704.11081800000  ","448454.70458600000  ","신규등록"
"293","용산뉴타운주유소","서울특별시 용산구 한강로3가 65-155번지 ","서울특별시 용산구 한강대로 48 (한강로3가)","19760517","운영중","","","","","664","","19760517","주유소","","02 7950204","196871.15489900000  ","447290.33805700000  ","신규등록"
"294","한석주유소","서울특별시 용산구 이촌동 302-79번지 ","서울특별시 용산구 이촌로 166 (이촌동)","19760517","운영중","","","","","1019","","19760517","주유소","","02 7901020","196962.37499100000  ","446882.44012600000  ","신규등록"
"295","(주)중앙에너비스 에너비스","서울특별시 용산구 한남동 707-14번지 ","서울특별시 용산구 한남대로 82 (한남동)","19760526","운영중","","","","","882","","19760526","주유소","","02 7958484","200557.73613500000  ","448519.40201300000  ","신규등록"
"296","(주)남경주유소","서울특별시 용산구 서빙고동 37번지 ","서울특별시 용산구 녹사평대로11길 24 (서빙고동)","19760524","운영중","","","","","1821","","19760524","주유소","","02 7932954","199409.20598400000  ","446974.36146000000  ","신규등록"
"297","SK네트웍스(주) 강변주유소","서울특별시 용산구 청암동 168-22번지 ","서울특별시 용산구 원효로 9 (청암동)","19760430","운영중","","","","","157.2","","19760430","주유소","","02 7127124","195208.30354500000  ","448370.74864500000  ","신규등록"
"298","SK네트웍스(주) 흥국주유소","서울특별시 용산구 한남동 726-370번지 ","서울특별시 용산구 한남대로 204 (한남동)","19760430","운영중","","","","","1020","","19760430","주유소","","7942300","200255.98575200000  ","449617.62498600000  ","신규등록"
"299","(주)중앙에너비스 한남지점","서울특별시 용산구 한남동 704-14번지 ","서울특별시 용산구 한남대로21길 4 (한남동)","19760524","운영중","","20120521","20120810","","482","","19760524","주유소","","02 7955688","200539.87266400000  ","448357.93729900000  ","신규등록"
"300","SK네트웍스(주) 갈월동주유소","서울특별시 용산구 갈월동 11-34번지 ","서울특별시 용산구 한강대로 322 (갈월동)","20030925","운영중","","","","","1001","","20030925","주유소","","02 7545217","197545.85828100000  ","449724.10333700000  ","신규등록"
"301","서계주유소","서울특별시 용산구 서계동 47-15번지 ","서울특별시 용산구 청파로 367 (서계동)","19760504","운영중","","","","","749.4","","19760504","주유소","","02 7066485","197260.16924100000  ","450316.56845000000  ","신규등록"
"302","약수주유소","서울특별시 중구 신당동 336-5번지 ","서울특별시 중구 다산로 173 (신당동)","19930520","운영중","","","","","964.64","","19930520","주유소","","0222523345","201119.31585900000  ","451056.53832800000  ","신규등록"
"303","SK네트웍스(주)통일주유소","서울특별시 중구 장충동2가 186-69번지 ","서울특별시 중구 동호로 296 (장충동2가)","19950325","운영중","","","","","758.7","","19950325","주유소","","0222855151","200301.63657000000  ","451257.23640600000  ","신규등록"
"304","세화주유소","서울특별시 중구 신당동 741번지 ","서울특별시 중구 왕십리로 403 (신당동)","19960325","운영중","","","","","1028","","20170801","주유소","","022348566","202255.47081200000  ","451703.09630200000  ","신규등록"
"305","(주)중앙에너비스 퇴계로지점","서울특별시 중구 필동2가 51-1번지 ","서울특별시 중구 퇴계로 228 (필동2가)","19760527","운영중","","","","","504.5","","19760527","주유소","","0222677353","199747.39735500000  ","451353.01678200000  ","휴지사업재개"
"306","서울석유(주)직영 장충동주유소","서울특별시 중구 장충동1가 31-1번지 ","서울특별시 중구 장충단로 202 (장충동1가)","19760521","운영중","","","","","991.7","","20070707","주유소","","0222799967","200621.43728500000  ","451469.10467800000  ","신규등록"
"307","현대오일뱅크(주)장원주유소","서울특별시 중구 신당동 357-6번지 ","서울특별시 중구 동호로 203 (신당동)","19760430","운영중","","","","","495.9","","19760430","주유소","","0222523749","200819.72385100000  ","450723.64012700000  ","신규등록"
"308","초동주유소","서울특별시 중구 초동 107-12번지 ","서울특별시 중구 마른내로 31 (초동)","19760428","운영중","","","","","1256.2","","19760428","주유소","","0222675047","199245.93103800000  ","451748.05549200000  ","신규등록"
"309","에스씨(주) 역전주유소","서울특별시 중구 남대문로5가 84-17번지 ","서울특별시 중구 퇴계로 15 (남대문로5가)","19760504","운영중","","","","","953","","19760504","주유소","","027526880","197747.93393700000  ","450835.88282200000  ","신규등록"
"310","필동주유소","서울특별시 중구 필동2가 3-1번지 ","서울특별시 중구 퇴계로 196 (필동2가)","19760511","운영중","","","","","340.5","","19760511","주유소","","0222678025","199441.29919700000  ","451262.13708200000  ","신규등록"
"311","서남주유소","서울특별시 중구 봉래동1가 126-2번지 ","서울특별시 중구 통일로 30 (봉래동1가)","19760518","운영중","","","","","175.21","","19760518","주유소","","027529475","197541.23204000000  ","450984.40454000000  ","신규등록"
"312","(주)그린에너지컴퍼니 화성주유소","서울특별시 중구 무학동 12-2번지 ","서울특별시 중구 다산로 233 (무학동)","19760503","운영중","","","","","343","","19760503","주유소","","0222522210","201386.39776400000  ","451600.66307000000  ","신규등록"
"313","신당동주유소","서울특별시 중구 신당동 101-9번지 ","서울특별시 중구 다산로 242 (신당동)","19760430","운영중","","","","","724","","19760430","주유소","","0222526688","201457.43832100000  ","451674.92900000000  ","신규등록"
"314","에쓰-오일(주) 스카이주유소","서울특별시 강서구 방화동 523-22번지 ","서울특별시 강서구 개화동로 457 (방화동)","19950504","운영중","","","","","980","","19950504","주유소","","26668251","182731.62992200000  ","452460.16556500000  ","신규등록"
"315","등촌주유소","서울특별시 강서구 등촌동 511-5번지 ","서울특별시 강서구 등촌로 189 (등촌동)","19940616","운영중","","","","","433.7","","19940616","주유소","","0226475700","187855.87511300000  ","449713.85354700000  ","신규등록"
"316","SK에너지(주)가양주유소","서울특별시 강서구 가양동 151-1번지 ","서울특별시 강서구 강서로 498 (가양동)","20000801","운영중","","","","","500","","20000801","주유소","","0236646051","186039.90576300000  ","452282.94773400000  ","신규등록"
"317","SK네트웍스(주) 해바라기주유소","서울특별시 강서구 화곡동 20-1번지 ","서울특별시 강서구 화곡로 273 (화곡동)","20000801","운영중","","20100916","20101130","20110121","500","","20000801","주유소","","0226954544","186476.71997400000  ","449984.49733700000  ","신규등록"
"318","주식회사 유턴상사유턴주유소","서울특별시 강서구 공항동 61-222번지 ","서울특별시 강서구 남부순환로 57 (공항동)","20070115","운영중","","20130424","20130630","20130724","544.85","","20070115","주유소","","0226655047","183214.52921300000  ","450874.90588500000  ","휴지사업재개"
"319","SK글로벌(주)","서울특별시 강서구 가양동 281-1번지 ","","20030716","운영중","","","","","100","","20030716","주유소","","0236632212","","","신규등록"
"320","지에스칼텍스저유(주)개화주유소","서울특별시 강서구 방화동 488-1번지 ","","19760504","운영중","","","","","","","20041012","주유소","","0226615555","183154.225362       ","452373.945467       ","신규등록"
"321","방화주유소","서울특별시 강서구 방화동 609-59번지 ","서울특별시 강서구 방화동로 58-2 (방화동)","19760511","운영중","","","","","646","","20070416","주유소","","0226620503","183429.13452700000  ","451808.46286300000  ","신규등록"
"322","현대오일뱅크(주) 직영 양화교주유소","서울특별시 강서구 염창동 283-4번지 ","서울특별시 강서구 공항대로 653 (염창동)","19890201","운영중","","20120910","20121231","20121227","","","19890201","주유소","","0236652004","189168.35708700000  ","449781.41074800000  ","휴지사업재개"
"323","현대오일뱅크(주) 직영 가양주유소","서울특별시 강서구 가양동 58-2번지 ","서울특별시 강서구 양천로 391 (가양동)","19840705","운영중","","","","","","","19840705","주유소","","0236619470","186382.14352100000  ","451889.50471700000  ","신규등록"
"324","우장산주유소","서울특별시 강서구 내발산동 702-5번지 ","서울특별시 강서구 강서로 292 (내발산동)","19940704","운영중","","","","","","","19940704","주유소","","0236639676","185568.47760700000  ","450266.11643000000  ","신규등록"
"325","대복주유소","서울특별시 강서구 염창동 252-14번지 ","","19951012","운영중","","","","","500","","19951012","주유소","","","188933.762269       ","449722.993691       ","신규등록"
"326","강서열린점","서울특별시 강서구 등촌동 510-13번지 ","서울특별시 강서구 등촌로 213 (등촌동)","19950413","운영중","","","","","732","","19950413","주유소","","0226479091","187905.80101900000  ","449921.92775600000  ","신규등록"
"327","청룡주유소","서울특별시 강서구 등촌동 631-7번지 ","서울특별시 강서구 양천로 576 (등촌동)","19950126","운영중","","","","","566.9","","19950126","주유소","","0236611575","187871.56943300000  ","450808.68586900000  ","신규등록"
"328","화곡역주유소","서울특별시 강서구 화곡동 1076-14번지 ","서울특별시 강서구 강서로 154 (화곡동)","19940208","운영중","","","","","","","19940208","주유소","","26071076","185997.00804800000  ","449040.65891200000  ","신규등록"
"329","염창동주유소","서울특별시 강서구 염창동 263-8번지 ","서울특별시 강서구 양천로 720 (염창동)","19931230","운영중","","","","","2276.3","","19931230","주유소","","36644134","189036.19277600000  ","449973.93486000000  ","신규등록"
"330","(주)한진 김포공항주유소","서울특별시 강서구 외발산동 423-2번지 ","서울특별시 강서구 하늘길 259 (외발산동)","19970417","운영중","","","","","1626","","19970417","주유소","","26620422","183639.39632200000  ","450186.13174000000  ","신규등록"
"331","경인고속주유소","서울특별시 강서구 화곡동 843-4번지 ","서울특별시 강서구 국회대로 225 (화곡동)","20041012","운영중","","","","","200","","20041013","주유소","","0226085151","187610.76631000000  ","447803.59276300000  ","신규등록"
"332","개화주유소","서울특별시 강서구 방화동 488-1번지 ","서울특별시 강서구 양천로 57 (방화동)","20050425","운영중","","","","","365","","20050426","주유소","","0226627837","183224.36160700000  ","452682.34677900000  ","영업개시"
"333","KH에너지(주)직영 수명산주유소","서울특별시 강서구 내발산동 755-2번지 ","서울특별시 강서구 남부순환로 195 (내발산동)","20070327","운영중","","20071101","20071215","","1169","","20071031","주유소","","02  26627837","184166.72711200000  ","449861.36676600000  ","휴지사업재개"
"336","대성석유(주) 관문주유소","서울특별시 강서구 내발산동 648-3번지 ","서울특별시 강서구 공항대로 314 (내발산동)","19990527","운영중","","","","","","","19990527","주유소","","0236652051","186083.73635500000  ","450935.57801800000  ","신규등록"
"337","(주)발산주유소","서울특별시 강서구 내발산동 701-7번지 ","서울특별시 강서구 강서로 291 (내발산동)","19890615","운영중","","","","","667","","19900108","주유소","","02  26657277","185511.42855100000  ","450264.25588900000  ","신규등록"
"338","SK네트웍스(주)직영 에어포트주유소","서울특별시 강서구 방화동 645-6번지 ","서울특별시 강서구 개화동로 519 (방화동)","19921103","운영중","","","","","","","19930708","주유소","","26614152","182874.71337100000  ","451882.09938600000  ","신규등록"
"339","대성주유소","서울특별시 강서구 등촌동 684번지 ","서울특별시 강서구 강서로 472 (등촌동)","19940718","운영중","","20120508","20120716","20120608","1080","","19940718","주유소","","0236616102","185991.81289700000  ","452013.65757300000  ","휴지사업재개"
"340","화곡현대주유소","서울특별시 강서구 화곡동 402-1번지 ","서울특별시 강서구 강서로 151 (화곡동)","19950608","운영중","","","","","","","19950608","주유소","","26071942","185962.41471600000  ","448982.36809400000  ","신규등록"
"341","진일주유소","서울특별시 강서구 염창동 274-18번지 ","서울특별시 강서구 공항대로 533 (염창동)","19760524","운영중","","","","","","","19760524","주유소","","36640547","188120.27074700000  ","450188.21486200000  ","신규등록"
"342","뉴신정주유소","서울특별시 강서구 화곡동 862-16번지 ","서울특별시 강서구 곰달래로 207 (화곡동)","19931029","운영중","","","","","274.1","","19931029","주유소","","26901202","187275.40878800000  ","448024.08700600000  ","신규등록"
"343","세원제1주유소","서울특별시 강서구 가양동 272-31번지 ","서울특별시 강서구 양천로 311 (가양동)","19931221","운영중","","","","","","","19931221","주유소","","0236635151","185704.80019500000  ","452340.63020300000  ","신규등록"
"344","서울석유(주)강서오곡셀프주유소","서울특별시 강서구 오곡동 594-1번지 ","서울특별시 강서구 벌말로 254 (오곡동)","20150518","운영중","","","","","1500","","20150601","주유소","","02  20658869","179456              ","450199              ","영업개시"
"345","참솔에너지","서울특별시 강서구 오곡동 699-19번지 ","서울특별시 강서구 벌말로 281 (오곡동)","20141201","운영중","","","","","1492","","20141211","주유소","","","179485              ","450471              ","영업개시"
"346","대림에너지(주)덕양제6주유소","서울특별시 강서구 개화동 565-4번지 외 2필지(565-6 567-11) ","서울특별시 강서구 개화동로 420 (개화동)","20140704","운영중","","","","","1500","","20140704","주유소","","0220649256","182474              ","452475              ","영업개시"
"347","신화곡주유소","서울특별시 강서구 화곡동 931-11번지 ","서울특별시 강서구 국회대로 71 (화곡동)","19930623","운영중","","","","","","","19940623","주유소","","26907677","186113.24383300000  ","447547.87698000000  ","신규등록"
"348","(주)한진 김포공항 제2주유소","서울특별시 강서구 공항동 1373번지 ","서울특별시 강서구 하늘길 112 (공항동)","20141223","운영중","","","","","","","20150101","주유소","","0264301476","182625.23629500000  ","451238.08723300000  ","영업개시"
"349","목화주유소","서울특별시 강서구 화곡동 785-2번지 ","서울특별시 강서구 국회대로 251 (화곡동)","19940302","운영중","","20150101","20150415","","","","19940302","주유소","","","187893.55533200000  ","447848.66094800000  ","휴지사업재개"
